Image,Part,Count,Whitespace
NCO4 Lithium 5-5 30,75,8,False
NCO4 Lithium 5-5 30,76,6,False
NCO4 Lithium 5-5 30,77,5,False
NCO4 Lithium 5-5 30,84,18,False
NCO4 Lithium 5-5 30,85,19,False
NCO4 Lithium 5-5 31,58,18,False
NCO4 Lithium 5-5 31,68,9,False
NCO4 Lithium 5-5 32,15,6,False
NCO4 Lithium 5-5 32,18,12,False
NCO4 Lithium 5-5 35,23,12,False
NCO4 Lithium 5-5 35,39,6,False
NCO4 Lithium 5-5 35,49,11,False
NCO4 Lithium 5-5 36,36,6,False
NCO4 Lithium 5-5 36,54,6,False
NCO4 Lithium 5-5 36,74,5,False
NCO4 Lithium 5-5 37,77,10,False
NCO4 Lithium 5-5 38,85,10,False
NCO4 Lithium 5-5 38,86,11,False
NCO4 Lithium 5-5 39,52,8,False
NCO4 Lithium 5-5 40,38,7,False
NCO4 Lithium 5-5 40,58,15,False
NCO4 Lithium 5-5 40,75,3,False
NCO4 Lithium 5-5 40,77,3,False
NCO4 Lithium 5-5 41,14,4,False
NCO4 Lithium 5-5 43,4,6,False
NCO4 Lithium 5-5 43,13,8,False
NCO4 Lithium 5-5 43,15,8,False
NCO4 Lithium 5-5 43,23,5,False
NCO4 Lithium 5-5 44,54,4,False
NCO4 Lithium 5-5 44,67,5,False
NCO4 Lithium 5-5 44,76,8,False
NCO4 Lithium 5-5 44,77,15,False
NCO4 Lithium 5-5 45,86,7,False
NCO4 Lithium 5-5 46,4,6,False
NCO4 Lithium 5-5 46,6,10,False
NCO4 Lithium 5-5 46,28,17,False
NCO4 Lithium 5-5 47,14,6,False
NCO4 Lithium 5-5 47,27,6,False
NCO4 Lithium 5-5 47,42,5,False
NCO4 Lithium 5-5 47,43,5,False
NCO4 Lithium 5-5 48,52,7,False
NCO4 Lithium 5-5 48,62,7,False
NCO4 Lithium 5-5 48,63,16,False
NCO4 Lithium 5-5 48,73,10,False
