Image,Part,Count,Whitespace
nCO4 Lithium 5-7 3,66,8,False
nCO4 Lithium 5-7 3,67,5,False
nCO4 Lithium 5-7 3,68,4,False
nCO4 Lithium 5-7 3,69,4,False
nCO4 Lithium 5-7 4,18,8,False
nCO4 Lithium 5-7 4,55,6,False
nCO4 Lithium 5-7 4,69,5,False
nCO4 Lithium 5-7 5,27,4,False
nCO4 Lithium 5-7 5,64,5,False
nCO4 Lithium 5-7 6,33,9,False
nCO4 Lithium 5-7 6,76,5,False
nCO4 Lithium 5-7 7,42,4,False
nCO4 Lithium 5-7 7,49,5,False
nCO4 Lithium 5-7 7,65,6,False
nCO4 Lithium 5-7 7,75,6,False
nCO4 Lithium 5-7 8,7,7,False
nCO4 Lithium 5-7 9,16,8,False
nCO4 Lithium 5-7 9,23,9,False
nCO4 Lithium 5-7 10,52,6,False
nCO4 Lithium 5-7 11,4,5,False
nCO4 Lithium 5-7 11,13,5,False
nCO4 Lithium 5-7 11,14,5,False
nCO4 Lithium 5-7 12,39,8,False
nCO4 Lithium 5-7 12,66,3,False
nCO4 Lithium 5-7 13,15,6,False
nCO4 Lithium 5-7 13,28,5,False
nCO4 Lithium 5-7 13,49,5,False
nCO4 Lithium 5-7 13,56,5,False
nCO4 Lithium 5-7 14,32,6,False
nCO4 Lithium 5-7 14,52,10,False
nCO4 Lithium 5-7 14,62,18,False
nCO4 Lithium 5-7 16,75,7,False
nCO4 Lithium 5-7 16,76,19,False
nCO4 Lithium 5-7 16,77,5,False
nCO4 Lithium 5-7 17,16,8,False
nCO4 Lithium 5-7 17,22,12,False
nCO4 Lithium 5-7 17,42,8,False
nCO4 Lithium 5-7 19,59,11,False
nCO4 Lithium 5-7 19,68,10,False
nCO4 Lithium 5-7 20,32,9,False
nCO4 Lithium 5-7 23,85,13,False
nCO4 Lithium 5-7 23,86,9,False
nCO4 Lithium 5-7 24,94,10,False
nCO4 Lithium 5-7 27,69,6,False
nCO4 Lithium 5-7 27,74,6,False
nCO4 Lithium 5-7 27,77,7,False
nCO4 Lithium 5-7 27,78,9,False
nCO4 Lithium 5-7 27,86,6,False
nCO4 Lithium 5-7 27,87,8,False
nCO4 Lithium 5-7 28,28,6,False
nCO4 Lithium 5-7 28,52,7,False
nCO4 Lithium 5-7 28,63,9,False
nCO4 Lithium 5-7 29,26,6,False
nCO4 Lithium 5-7 29,27,8,False
nCO4 Lithium 5-7 30,74,13,False
nCO4 Lithium 5-7 30,78,6,False
nCO4 Lithium 5-7 30,85,6,False
nCO4 Lithium 5-7 30,86,7,False
nCO4 Lithium 5-7 30,87,5,False
nCO4 Lithium 5-7 31,54,9,False
nCO4 Lithium 5-7 31,57,6,False
nCO4 Lithium 5-7 35,28,7,False
nCO4 Lithium 5-7 35,39,9,False
nCO4 Lithium 5-7 35,69,9,False
nCO4 Lithium 5-7 36,18,12,False
nCO4 Lithium 5-7 36,39,5,False
nCO4 Lithium 5-7 36,63,9,False
nCO4 Lithium 5-7 39,17,18,False
nCO4 Lithium 5-7 39,65,7,False
nCO4 Lithium 5-7 39,85,8,False
nCO4 Lithium 5-7 40,36,4,False
nCO4 Lithium 5-7 40,43,5,False
nCO4 Lithium 5-7 43,16,5,False
nCO4 Lithium 5-7 43,28,6,False
nCO4 Lithium 5-7 43,49,8,False
nCO4 Lithium 5-7 44,53,7,False
nCO4 Lithium 5-7 45,48,7,False
nCO4 Lithium 5-7 45,68,7,False
nCO4 Lithium 5-7 45,77,4,False
nCO4 Lithium 5-7 46,5,6,False
nCO4 Lithium 5-7 46,13,5,False
nCO4 Lithium 5-7 46,26,6,False
nCO4 Lithium 5-7 46,39,4,False
nCO4 Lithium 5-7 47,32,5,False
nCO4 Lithium 5-7 47,41,7,False
nCO4 Lithium 5-7 47,52,6,False
nCO4 Lithium 5-7 48,17,4,False
nCO4 Lithium 5-7 48,24,3,False
nCO4 Lithium 5-7 48,28,8,False
nCO4 Lithium 5-7 48,38,9,False
nCO4 Lithium 5-7 48,39,9,False
nCO4 Lithium 5-7 49,78,10,False
nCO4 Lithium 5-7 49,83,7,False
nCO4 Lithium 5-7 49,95,11,False
nCO4 Lithium 5-7 50,83,10,False
