Image,Part,Count,Whitespace
nCO4 Control 5-9 44,83,7,False
nCO4 Control 5-9 44,95,10,False
nCO4 Control 5-9 46,28,9,False
nCO4 Control 5-9 48,42,15,False
nCO4 Lithium 5-9 1,49,9,False
nCO4 Lithium 5-9 1,53,9,False
nCO4 Lithium 5-9 2,53,8,False
nCO4 Lithium 5-9 2,74,7,False
nCO4 Lithium 5-9 3,54,8,False
nCO4 Lithium 5-9 3,58,10,False
nCO4 Lithium 5-9 3,65,7,False
nCO4 Lithium 5-9 3,78,12,False
nCO4 Lithium 5-9 5,74,8,False
nCO4 Lithium 5-9 6,52,8,False
nCO4 Lithium 5-9 9,16,9,False
nCO4 Lithium 5-9 9,85,8,False
nCO4 Lithium 5-9 12,59,11,False
nCO4 Lithium 5-9 13,39,6,False
nCO4 Lithium 5-9 13,56,6,False
nCO4 Lithium 5-9 17,4,9,False
nCO4 Lithium 5-9 17,15,6,False
nCO4 Lithium 5-9 19,28,11,False
nCO4 Lithium 5-9 20,13,9,False
nCO4 Lithium 5-9 20,14,7,False
nCO4 Lithium 5-9 24,72,13,False
nCO4 Lithium 5-9 24,73,6,False
nCO4 Lithium 5-9 27,5,13,False
nCO4 Lithium 5-9 27,6,22,False
nCO4 Lithium 5-9 27,7,11,False
nCO4 Lithium 5-9 27,17,7,False
nCO4 Lithium 5-9 27,19,10,False
nCO4 Lithium 5-9 28,28,7,False
nCO4 Lithium 5-9 29,63,10,False
nCO4 Lithium 5-9 29,73,10,False
nCO4 Lithium 5-9 31,23,8,False
nCO4 Lithium 5-9 31,42,6,False
nCO4 Lithium 5-9 35,23,14,False
nCO4 Lithium 5-9 35,32,14,False
nCO4 Lithium 5-9 35,42,9,False
nCO4 Lithium 5-9 39,17,11,False
nCO4 Lithium 5-9 40,41,14,False
nCO4 Lithium 5-9 40,42,11,False
nCO4 Lithium 5-9 40,61,10,False
nCO4 Lithium 5-9 40,72,7,False
nCO4 Lithium 5-9 40,74,9,False
nCO4 Lithium 5-9 40,83,10,False
nCO4 Lithium 5-9 40,85,8,False
nCO4 Lithium 5-9 41,75,9,False
nCO4 Lithium 5-9 43,78,8,False
nCO4 Lithium 5-9 44,13,9,False
nCO4 Lithium 5-9 44,63,8,False
nCO4 Lithium 5-9 44,72,9,False
nCO4 Lithium 5-9 45,73,12,False
nCO4 Lithium 5-9 45,74,9,False
nCO4 Lithium 5-9 46,17,10,False
nCO4 Lithium 5-9 47,22,8,False
nCO4 Lithium 5-9 47,27,4,False
nCO4 Lithium 5-9 47,68,7,False
nCO4 Lithium 5-9 48,73,6,False
nCO4 Lithium 5-9 48,75,6,False
nCO4 Lithium 5-9 48,77,6,False
nCO4 Lithium 5-9 48,85,7,False
nCO4 Lithium 5-9 49,22,12,False
