Image,Part,Count,Whitespace
NCO4 Control 5-13 29,88,10,False
NCO4 Control 5-13 32,79,12,False
NCO4 Control 5-13 32,85,11,False
NCO4 Control 5-13 32,86,12,False
NCO4 Control 5-13 34,6,6,False
NCO4 Control 5-13 34,17,5,False
NCO4 Control 5-13 35,16,14,False
NCO4 Control 5-13 35,45,4,False
NCO4 Control 5-13 38,59,9,False
NCO4 Control 5-13 39,51,11,False
NCO4 Control 5-13 41,74,13,False
NCO4 Control 5-13 42,73,10,False
NCO4 Control 5-13 42,86,13,False
NCO4 Control 5-13 49,32,14,False
nCO4 Lithium 5-13 1,6,5,False
nCO4 Lithium 5-13 1,13,7,False
nCO4 Lithium 5-13 3,53,7,False
nCO4 Lithium 5-13 8,17,6,False
nCO4 Lithium 5-13 13,26,10,False
nCO4 Lithium 5-13 16,6,6,False
nCO4 Lithium 5-13 17,58,6,False
nCO4 Lithium 5-13 19,52,4,False
nCO4 Lithium 5-13 20,27,8,False
nCO4 Lithium 5-13 23,26,7,False
nCO4 Lithium 5-13 23,74,11,False
nCO4 Lithium 5-13 27,15,17,False
nCO4 Lithium 5-13 27,16,8,False
nCO4 Lithium 5-13 27,53,9,False
nCO4 Lithium 5-13 29,54,11,False
nCO4 Lithium 5-13 29,65,8,False
nCO4 Lithium 5-13 30,53,9,False
nCO4 Lithium 5-13 30,69,7,False
nCO4 Lithium 5-13 30,79,10,False
nCO4 Lithium 5-13 36,6,11,False
nCO4 Lithium 5-13 36,26,5,False
nCO4 Lithium 5-13 36,36,6,False
nCO4 Lithium 5-13 36,46,5,False
nCO4 Lithium 5-13 37,6,7,False
nCO4 Lithium 5-13 40,72,12,False
nCO4 Lithium 5-13 41,68,4,False
nCO4 Lithium 5-13 44,16,12,False
nCO4 Lithium 5-13 44,27,6,False
nCO4 Lithium 5-13 44,37,6,False
nCO4 Lithium 5-13 44,38,5,False
nCO4 Lithium 5-13 44,47,6,False
nCO4 Lithium 5-13 44,65,6,False
nCO4 Lithium 5-13 44,77,10,False
nCO4 Lithium 5-13 45,83,6,False
nCO4 Lithium 5-13 45,96,11,False
nCO4 Lithium 5-13 47,22,9,False
nCO4 Lithium 5-13 47,53,9,False
nCO4 Lithium 5-13 47,63,7,False
nCO4 Lithium 5-13 49,17,8,False
nCO4 Lithium 5-13 49,75,6,False
nCO4 Lithium 5-13 50,83,7,False
nCO4 Lithium 5-13 50,84,7,False
