Image,Part,Count,Whitespace
NCO4 Control 5-11 2,15,5,False
NCO4 Control 5-11 2,73,6,False
NCO4 Control 5-11 2,77,8,False
NCO4 Control 5-11 4,15,8,False
NCO4 Control 5-11 4,17,10,False
NCO4 Control 5-11 5,14,10,False
NCO4 Control 5-11 5,16,7,False
NCO4 Control 5-11 5,17,10,False
NCO4 Control 5-11 5,28,7,False
NCO4 Control 5-11 5,39,10,False
NCO4 Control 5-11 6,25,6,False
NCO4 Control 5-11 6,46,4,False
NCO4 Control 5-11 6,63,13,False
NCO4 Control 5-11 6,65,10,False
NCO4 Control 5-11 7,68,4,False
NCO4 Control 5-11 7,85,5,False
NCO4 Control 5-11 7,86,5,False
NCO4 Control 5-11 7,87,23,False
NCO4 Control 5-11 10,24,7,False
NCO4 Control 5-11 10,36,7,False
NCO4 Control 5-11 10,78,5,False
NCO4 Control 5-11 12,18,7,False
NCO4 Control 5-11 13,28,7,False
NCO4 Control 5-11 13,57,6,False
NCO4 Control 5-11 15,26,8,False
NCO4 Control 5-11 15,27,12,False
NCO4 Control 5-11 16,62,9,False
NCO4 Control 5-11 17,86,10,False
NCO4 Control 5-11 19,24,7,False
NCO4 Control 5-11 19,25,7,False
NCO4 Control 5-11 19,47,8,False
NCO4 Control 5-11 19,48,7,False
NCO4 Control 5-11 19,58,12,False
NCO4 Control 5-11 21,35,6,False
NCO4 Control 5-11 21,54,4,False
NCO4 Control 5-11 22,22,6,False
NCO4 Control 5-11 22,47,6,False
NCO4 Control 5-11 23,42,7,False
NCO4 Control 5-11 23,53,7,False
NCO4 Control 5-11 23,76,7,False
NCO4 Control 5-11 25,26,19,False
NCO4 Control 5-11 25,27,10,False
NCO4 Control 5-11 25,37,7,False
NCO4 Control 5-11 25,38,9,False
NCO4 Control 5-11 25,47,7,False
NCO4 Control 5-11 25,48,11,False
NCO4 Control 5-11 26,69,5,False
NCO4 Control 5-11 27,15,10,False
NCO4 Control 5-11 27,24,8,False
NCO4 Control 5-11 27,35,9,False
NCO4 Control 5-11 27,53,7,False
NCO4 Control 5-11 29,95,10,False
NCO4 Control 5-11 29,96,14,False
NCO4 Control 5-11 32,49,6,False
NCO4 Control 5-11 33,52,18,False
NCO4 Control 5-11 33,62,14,False
NCO4 Control 5-11 34,84,9,False
NCO4 Control 5-11 35,73,6,False
NCO4 Control 5-11 36,49,6,False
NCO4 Control 5-11 36,69,15,False
NCO4 Control 5-11 38,15,6,False
NCO4 Control 5-11 38,16,7,False
NCO4 Control 5-11 38,25,5,False
NCO4 Control 5-11 39,24,6,False
NCO4 Control 5-11 39,34,9,False
NCO4 Control 5-11 40,15,8,False
NCO4 Control 5-11 40,16,10,False
NCO4 Control 5-11 40,27,6,False
NCO4 Control 5-11 40,39,13,False
NCO4 Control 5-11 41,22,10,False
NCO4 Control 5-11 41,75,8,False
NCO4 Control 5-11 43,13,6,False
NCO4 Control 5-11 44,15,7,False
NCO4 Control 5-11 46,38,5,False
NCO4 Control 5-11 46,48,5,False
NCO4 Control 5-11 46,58,8,False
NCO4 Control 5-11 49,15,13,False
NCO4 Control 5-11 49,16,6,False
NCO4 Control 5-11 49,27,6,False
NCO4 Lithium 5-11 1,87,12,False
NCO4 Lithium 5-11 3,28,22,False
NCO4 Lithium 5-11 8,39,18,False
NCO4 Lithium 5-11 10,27,8,False
NCO4 Lithium 5-11 10,34,8,False
NCO4 Lithium 5-11 11,59,10,False
NCO4 Lithium 5-11 12,25,7,False
NCO4 Lithium 5-11 12,26,7,False
NCO4 Lithium 5-11 12,28,12,False
NCO4 Lithium 5-11 14,32,10,False
NCO4 Lithium 5-11 16,22,10,False
NCO4 Lithium 5-11 16,84,11,False
NCO4 Lithium 5-11 17,16,7,False
NCO4 Lithium 5-11 17,28,11,False
NCO4 Lithium 5-11 23,76,8,False
NCO4 Lithium 5-11 29,27,7,False
NCO4 Lithium 5-11 30,24,6,False
NCO4 Lithium 5-11 30,63,7,False
NCO4 Lithium 5-11 30,74,5,False
NCO4 Lithium 5-11 30,84,14,False
NCO4 Lithium 5-11 31,78,18,False
NCO4 Lithium 5-11 36,14,6,False
NCO4 Lithium 5-11 36,16,7,False
NCO4 Lithium 5-11 37,14,6,False
NCO4 Lithium 5-11 40,36,7,False
NCO4 Lithium 5-11 40,37,11,False
NCO4 Lithium 5-11 40,46,8,False
NCO4 Lithium 5-11 40,47,8,False
NCO4 Lithium 5-11 45,85,6,False
NCO4 Lithium 5-11 46,73,9,False
NCO4 Lithium 5-11 47,22,13,False
NCO4 Lithium 5-11 47,35,6,False
NCO4 Lithium 5-11 48,48,11,False
NCO4 Lithium 5-11 48,76,7,False
NCO4 Lithium 5-11 49,16,9,False
NCO4 Lithium 5-11 49,51,4,False
