ImageName,RootImage,Bot,Human
eggs0countCO1 Lithium 5-3 34 pt9.jpg,CO1 Lithium 5-3 34,0,0
eggs0countAO1 Control 5-3 28 pt6.jpg,AO1 Control 5-3 28,0,0
eggs0countCO1 Control 5-3 22 pt53.jpg,CO1 Control 5-3 22,0,0
eggs0countACO1 Lithium 5-3 41 pt52.jpg,ACO1 Lithium 5-3 41,0,0
eggs0countAO1 Control 5-3 16 pt71.jpg,AO1 Control 5-3 16,0,0
eggs0countCO1 Control 5-3 14 pt99.jpg,CO1 Control 5-3 14,0,0
eggs1countACO1 Lithium 5-3 33 pt69.jpg,ACO1 Lithium 5-3 33,0,1
eggs0countACO1 Lithium 5-3 29 pt88.jpg,ACO1 Lithium 5-3 29,0,0
eggs1countNCO1 Lithium 5-3 5 pt24.jpg,NCO1 Lithium 5-3 5,0,1
eggs0countAO1 Lithium 5-3 16 pt97.jpg,AO1 Lithium 5-3 16,0,0
eggs0countCO1 Lithium 5-3 50 pt80.jpg,CO1 Lithium 5-3 50,0,0
eggs0countACO1 Control 5-3 48 pt93.jpg,ACO1 Control 5-3 48,0,0
eggs0countnCO1 Control 5-3 34 pt21.jpg,nCO1 Control 5-3 34,0,0
eggs0countCO1 Control 5-3 40 pt90.jpg,CO1 Control 5-3 40,0,0
eggs0countACO1 Control 5-3 12 pt90.jpg,ACO1 Control 5-3 12,0,0
eggs0countAO1 Control 5-3 41 pt97.jpg,AO1 Control 5-3 41,0,0
eggs1countACO1 Lithium 5-3 22 pt53.jpg,ACO1 Lithium 5-3 22,0,1
eggs1countnCO1 Control 5-3 32 pt22.jpg,nCO1 Control 5-3 32,0,1
eggs0countCO1 Lithium 5-3 5 pt9.jpg,CO1 Lithium 5-3 5,0,0
eggs1countACO1 Lithium 5-3 15 pt39.jpg,ACO1 Lithium 5-3 15,0,1
eggs0countACO1 Control 5-3 6 pt11.jpg,ACO1 Control 5-3 6,0,0
eggs0countnCO1 Control 5-3 25 pt20.jpg,nCO1 Control 5-3 25,0,0
eggs0countnCO1 Control 5-3 8 pt40.jpg,nCO1 Control 5-3 8,0,0
eggs1countACO1 Lithium 5-3 50 pt58.jpg,ACO1 Lithium 5-3 50,0,1
eggs0countNCO1 Lithium 5-3 10 pt52.jpg,NCO1 Lithium 5-3 10,0,0
eggs0countACO1 Control 5-3 17 pt82.jpg,ACO1 Control 5-3 17,0,0
eggs2countCO1 Control 5-3 42 pt36.jpg,CO1 Control 5-3 42,0,2
eggs0countCO1 Lithium 5-3 9 pt13.jpg,CO1 Lithium 5-3 9,0,0
eggs0countAO1 Lithium 5-3 36 pt93.jpg,AO1 Lithium 5-3 36,0,0
eggs0countCO1 Control 5-3 32 pt72.jpg,CO1 Control 5-3 32,0,0
eggs0countACO1 Lithium 5-3 9 pt1.jpg,ACO1 Lithium 5-3 9,0,0
eggs0countAO1 Control 5-3 12 pt91.jpg,AO1 Control 5-3 12,0,0
eggs0countAO1 Lithium 5-3 45 pt90.jpg,AO1 Lithium 5-3 45,0,0
eggs0countACO1 Lithium 5-3 13 pt65.jpg,ACO1 Lithium 5-3 13,0,0
eggs0countCO1 Control 5-3 30 pt100.jpg,CO1 Control 5-3 30,0,0
eggs0countNCO1 Lithium 5-3 5 pt72.jpg,NCO1 Lithium 5-3 5,0,0
eggs0countCO1 Lithium 5-3 15 pt88.jpg,CO1 Lithium 5-3 15,0,0
eggs0countCO1 Control 5-3 4 pt8.jpg,CO1 Control 5-3 4,0,0
eggs0countACO1 Control 5-3 13 pt2.jpg,ACO1 Control 5-3 13,0,0
eggs0countCO1 Control 5-3 4 pt85.jpg,CO1 Control 5-3 4,0,0
eggs0countnCO1 Control 5-3 20 pt58.jpg,nCO1 Control 5-3 20,0,0
eggs0countCO1 Control 5-3 15 pt50.jpg,CO1 Control 5-3 15,0,0
eggs0countCO1 Control 5-3 10 pt79.jpg,CO1 Control 5-3 10,0,0
eggs0countnCO1 Control 5-3 25 pt53.jpg,nCO1 Control 5-3 25,0,0
eggs0countAO1 Control 5-3 7 pt57.jpg,AO1 Control 5-3 7,0,0
eggs0countAO1 Control 5-3 5 pt24.jpg,AO1 Control 5-3 5,0,0
eggs0countAO1 Lithium 5-3 15 pt3.jpg,AO1 Lithium 5-3 15,0,0
eggs1countCO1 Control 5-3 35 pt97.jpg,CO1 Control 5-3 35,0,1
eggs0countNCO1 Lithium 5-3 47 pt61.jpg,NCO1 Lithium 5-3 47,0,0
eggs0countCO1 Lithium 5-3 9 pt84.jpg,CO1 Lithium 5-3 9,0,0
eggs0countACO1 Lithium 5-3 43 pt80.jpg,ACO1 Lithium 5-3 43,0,0
eggs0countACO1 Control 5-3 7 pt90.jpg,ACO1 Control 5-3 7,0,0
eggs4countCO1 Control 5-3 16 pt49.jpg,CO1 Control 5-3 16,0,4
eggs0countNCO1 Lithium 5-3 18 pt90.jpg,NCO1 Lithium 5-3 18,0,0
eggs0countCO1 Control 5-3 14 pt22.jpg,CO1 Control 5-3 14,0,0
eggs0countnCO1 Control 5-3 37 pt2.jpg,nCO1 Control 5-3 37,0,0
eggs0countNCO1 Lithium 5-3 2 pt89.jpg,NCO1 Lithium 5-3 2,0,0
eggs0countCO1 Lithium 5-3 24 pt91.jpg,CO1 Lithium 5-3 24,0,0
eggs0countACO1 Control 5-3 10 pt50.jpg,ACO1 Control 5-3 10,0,0
eggs0countNCO1 Lithium 5-3 36 pt92.jpg,NCO1 Lithium 5-3 36,0,0
eggs0countACO1 Lithium 5-3 14 pt10.jpg,ACO1 Lithium 5-3 14,0,0
eggs2countCO1 Lithium 5-3 37 pt63.jpg,CO1 Lithium 5-3 37,0,2
eggs0countACO1 Lithium 5-3 5 pt76.jpg,ACO1 Lithium 5-3 5,0,0
eggs0countCO1 Lithium 5-3 5 pt24.jpg,CO1 Lithium 5-3 5,0,0
eggs0countACO1 Lithium 5-3 19 pt81.jpg,ACO1 Lithium 5-3 19,0,0
eggs0countAO1 Control 5-3 36 pt19.jpg,AO1 Control 5-3 36,0,0
eggs0countnCO1 Control 5-3 10 pt90.jpg,nCO1 Control 5-3 10,0,0
eggs0countCO1 Control 5-3 8 pt10.jpg,CO1 Control 5-3 8,0,0
eggs0countACO1 Lithium 5-3 48 pt32.jpg,ACO1 Lithium 5-3 48,0,0
eggs0countACO1 Control 5-3 17 pt81.jpg,ACO1 Control 5-3 17,0,0
eggs0countAO1 Control 5-3 41 pt33.jpg,AO1 Control 5-3 41,0,0
eggs0countCO1 Control 5-3 37 pt11.jpg,CO1 Control 5-3 37,0,0
eggs0countACO1 Control 5-3 46 pt75.jpg,ACO1 Control 5-3 46,0,0
eggs0countAO1 Lithium 5-3 1 pt39.jpg,AO1 Lithium 5-3 1,0,0
eggs0countCO1 Lithium 5-3 23 pt57.jpg,CO1 Lithium 5-3 23,0,0
eggs0countnCO1 Control 5-3 45 pt99.jpg,nCO1 Control 5-3 45,0,0
eggs0countNCO1 Lithium 5-3 13 pt100.jpg,NCO1 Lithium 5-3 13,0,0
eggs0countACO1 Control 5-3 38 pt1.jpg,ACO1 Control 5-3 38,0,0
eggs1countCO1 Control 5-3 45 pt26.jpg,CO1 Control 5-3 45,0,1
eggs0countAO1 Lithium 5-3 30 pt63.jpg,AO1 Lithium 5-3 30,0,0
eggs0countAO1 Lithium 5-3 33 pt19.jpg,AO1 Lithium 5-3 33,0,0
eggs0countACO1 Lithium 5-3 14 pt2.jpg,ACO1 Lithium 5-3 14,0,0
eggs0countnCO1 Control 5-3 6 pt2.jpg,nCO1 Control 5-3 6,0,0
eggs0countACO1 Lithium 5-3 4 pt24.jpg,ACO1 Lithium 5-3 4,0,0
eggs0countCO1 Control 5-3 30 pt7.jpg,CO1 Control 5-3 30,0,0
eggs0countACO1 Control 5-3 27 pt12.jpg,ACO1 Control 5-3 27,0,0
eggs0countCO1 Control 5-3 30 pt19.jpg,CO1 Control 5-3 30,0,0
eggs0countACO1 Control 5-3 23 pt80.jpg,ACO1 Control 5-3 23,0,0
eggs0countCO1 Control 5-3 6 pt2.jpg,CO1 Control 5-3 6,0,0
eggs0countAO1 Lithium 5-3 18 pt35.jpg,AO1 Lithium 5-3 18,0,0
eggs0countCO1 Control 5-3 22 pt94.jpg,CO1 Control 5-3 22,0,0
eggs0countnCO1 Control 5-3 41 pt99.jpg,nCO1 Control 5-3 41,0,0
eggs0countAO1 Control 5-3 39 pt20.jpg,AO1 Control 5-3 39,0,0
eggs0countNCO1 Lithium 5-3 44 pt41.jpg,NCO1 Lithium 5-3 44,0,0
eggs0countACO1 Control 5-3 28 pt2.jpg,ACO1 Control 5-3 28,0,0
eggs0countACO1 Control 5-3 27 pt32.jpg,ACO1 Control 5-3 27,0,0
eggs0countCO1 Control 5-3 9 pt92.jpg,CO1 Control 5-3 9,0,0
eggs0countnCO1 Control 5-3 31 pt9.jpg,nCO1 Control 5-3 31,0,0
eggs0countAO1 Lithium 5-3 26 pt83.jpg,AO1 Lithium 5-3 26,0,0
eggs0countnCO1 Control 5-3 7 pt35.jpg,nCO1 Control 5-3 7,0,0
eggs0countAO1 Control 5-3 40 pt100.jpg,AO1 Control 5-3 40,0,0
eggs0countACO1 Lithium 5-3 9 pt91.jpg,ACO1 Lithium 5-3 9,0,0
eggs0countnCO1 Control 5-3 20 pt2.jpg,nCO1 Control 5-3 20,0,0
eggs0countACO1 Lithium 5-3 44 pt1.jpg,ACO1 Lithium 5-3 44,0,0
eggs0countCO1 Control 5-3 39 pt68.jpg,CO1 Control 5-3 39,0,0
eggs0countCO1 Control 5-3 16 pt93.jpg,CO1 Control 5-3 16,0,0
eggs0countAO1 Lithium 5-3 42 pt11.jpg,AO1 Lithium 5-3 42,0,0
eggs0countACO1 Lithium 5-3 7 pt46.jpg,ACO1 Lithium 5-3 7,0,0
eggs0countAO1 Control 5-3 46 pt90.jpg,AO1 Control 5-3 46,0,0
eggs0countACO1 Lithium 5-3 44 pt81.jpg,ACO1 Lithium 5-3 44,0,0
eggs0countNCO1 Lithium 5-3 14 pt9.jpg,NCO1 Lithium 5-3 14,0,0
eggs0countNCO1 Lithium 5-3 13 pt91.jpg,NCO1 Lithium 5-3 13,0,0
eggs1countAO1 Lithium 5-3 22 pt22.jpg,AO1 Lithium 5-3 22,0,1
eggs0countnCO1 Control 5-3 35 pt4.jpg,nCO1 Control 5-3 35,0,0
eggs0countACO1 Control 5-3 15 pt20.jpg,ACO1 Control 5-3 15,0,0
eggs0countNCO1 Lithium 5-3 17 pt93.jpg,NCO1 Lithium 5-3 17,0,0
eggs0countAO1 Lithium 5-3 14 pt81.jpg,AO1 Lithium 5-3 14,0,0
eggs0countACO1 Lithium 5-3 16 pt60.jpg,ACO1 Lithium 5-3 16,0,0
eggs0countCO1 Control 5-3 48 pt73.jpg,CO1 Control 5-3 48,0,0
eggs0countAO1 Lithium 5-3 48 pt60.jpg,AO1 Lithium 5-3 48,0,0
eggs0countCO1 Lithium 5-3 30 pt11.jpg,CO1 Lithium 5-3 30,0,0
eggs0countnCO1 Control 5-3 14 pt97.jpg,nCO1 Control 5-3 14,0,0
eggs0countnCO1 Control 5-3 19 pt93.jpg,nCO1 Control 5-3 19,0,0
eggs0countAO1 Lithium 5-3 6 pt65.jpg,AO1 Lithium 5-3 6,0,0
eggs0countNCO1 Lithium 5-3 26 pt37.jpg,NCO1 Lithium 5-3 26,0,0
eggs0countACO1 Control 5-3 15 pt27.jpg,ACO1 Control 5-3 15,0,0
eggs0countACO1 Lithium 5-3 48 pt5.jpg,ACO1 Lithium 5-3 48,0,0
eggs0countAO1 Lithium 5-3 35 pt10.jpg,AO1 Lithium 5-3 35,0,0
eggs0countnCO1 Control 5-3 6 pt84.jpg,nCO1 Control 5-3 6,0,0
eggs0countACO1 Control 5-3 48 pt98.jpg,ACO1 Control 5-3 48,0,0
eggs0countCO1 Control 5-3 10 pt3.jpg,CO1 Control 5-3 10,0,0
eggs0countAO1 Control 5-3 7 pt2.jpg,AO1 Control 5-3 7,0,0
eggs0countCO1 Control 5-3 34 pt11.jpg,CO1 Control 5-3 34,0,0
eggs0countNCO1 Lithium 5-3 25 pt89.jpg,NCO1 Lithium 5-3 25,0,0
eggs0countNCO1 Lithium 5-3 18 pt16.jpg,NCO1 Lithium 5-3 18,0,0
eggs0countNCO1 Lithium 5-3 32 pt77.jpg,NCO1 Lithium 5-3 32,0,0
eggs0countCO1 Control 5-3 21 pt55.jpg,CO1 Control 5-3 21,0,0
eggs0countACO1 Control 5-3 28 pt80.jpg,ACO1 Control 5-3 28,0,0
eggs0countNCO1 Lithium 5-3 3 pt24.jpg,NCO1 Lithium 5-3 3,0,0
eggs0countNCO1 Lithium 5-3 47 pt87.jpg,NCO1 Lithium 5-3 47,0,0
eggs0countCO1 Control 5-3 37 pt93.jpg,CO1 Control 5-3 37,0,0
eggs0countnCO1 Control 5-3 36 pt43.jpg,nCO1 Control 5-3 36,0,0
eggs0countCO1 Lithium 5-3 10 pt84.jpg,CO1 Lithium 5-3 10,0,0
eggs0countAO1 Control 5-3 29 pt66.jpg,AO1 Control 5-3 29,0,0
eggs0countACO1 Lithium 5-3 42 pt98.jpg,ACO1 Lithium 5-3 42,0,0
eggs0countAO1 Lithium 5-3 6 pt66.jpg,AO1 Lithium 5-3 6,0,0
eggs0countACO1 Control 5-3 10(1) pt81.jpg,ACO1 Control 5-3 10(1),0,0
eggs0countNCO1 Lithium 5-3 15 pt43.jpg,NCO1 Lithium 5-3 15,0,0
eggs0countAO1 Lithium 5-3 11 pt90.jpg,AO1 Lithium 5-3 11,0,0
eggs0countAO1 Control 5-3 47 pt74.jpg,AO1 Control 5-3 47,0,0
eggs0countnCO1 Control 5-3 7 pt95.jpg,nCO1 Control 5-3 7,0,0
eggs2countCO1 Lithium 5-3 11 pt49.jpg,CO1 Lithium 5-3 11,0,2
eggs0countnCO1 Control 5-3 12 pt77.jpg,nCO1 Control 5-3 12,0,0
eggs0countnCO1 Control 5-3 17 pt46.jpg,nCO1 Control 5-3 17,0,0
eggs0countAO1 Control 5-3 39 pt86.jpg,AO1 Control 5-3 39,0,0
eggs0countACO1 Control 5-3 41 pt93.jpg,ACO1 Control 5-3 41,0,0
eggs1countACO1 Lithium 5-3 3 pt89.jpg,ACO1 Lithium 5-3 3,0,1
eggs0countCO1 Control 5-3 22 pt63.jpg,CO1 Control 5-3 22,0,0
eggs0countACO1 Control 5-3 41 pt21.jpg,ACO1 Control 5-3 41,0,0
eggs0countCO1 Control 5-3 48 pt81.jpg,CO1 Control 5-3 48,0,0
eggs0countACO1 Lithium 5-3 2 pt12.jpg,ACO1 Lithium 5-3 2,0,0
eggs0countCO1 Lithium 5-3 48 pt63.jpg,CO1 Lithium 5-3 48,0,0
eggs0countCO1 Control 5-3 34 pt43.jpg,CO1 Control 5-3 34,0,0
eggs0countAO1 Lithium 5-3 45 pt60.jpg,AO1 Lithium 5-3 45,0,0
eggs0countNCO1 Lithium 5-3 44 pt89.jpg,NCO1 Lithium 5-3 44,0,0
eggs0countACO1 Control 5-3 21 pt18.jpg,ACO1 Control 5-3 21,0,0
eggs0countCO1 Lithium 5-3 11 pt37.jpg,CO1 Lithium 5-3 11,0,0
eggs0countACO1 Control 5-3 16 pt94.jpg,ACO1 Control 5-3 16,0,0
eggs0countNCO1 Lithium 5-3 37 pt18.jpg,NCO1 Lithium 5-3 37,0,0
eggs0countACO1 Control 5-3 43 pt90.jpg,ACO1 Control 5-3 43,0,0
eggs0countCO1 Lithium 5-3 2 pt10.jpg,CO1 Lithium 5-3 2,0,0
eggs0countCO1 Lithium 5-3 21 pt92.jpg,CO1 Lithium 5-3 21,0,0
eggs0countAO1 Control 5-3 42 pt81.jpg,AO1 Control 5-3 42,0,0
eggs0countCO1 Lithium 5-3 37 pt16.jpg,CO1 Lithium 5-3 37,0,0
eggs1countACO1 Control 5-3 36 pt7.jpg,ACO1 Control 5-3 36,0,1
eggs0countCO1 Lithium 5-3 8 pt45.jpg,CO1 Lithium 5-3 8,0,0
eggs0countAO1 Control 5-3 34 pt47.jpg,AO1 Control 5-3 34,0,0
eggs0countNCO1 Lithium 5-3 10 pt3.jpg,NCO1 Lithium 5-3 10,0,0
eggs0countAO1 Control 5-3 42 pt71.jpg,AO1 Control 5-3 42,0,0
eggs0countCO1 Lithium 5-3 21 pt71.jpg,CO1 Lithium 5-3 21,0,0
eggs0countCO1 Lithium 5-3 23 pt98.jpg,CO1 Lithium 5-3 23,0,0
eggs0countnCO1 Control 5-3 2 pt7.jpg,nCO1 Control 5-3 2,0,0
eggs0countAO1 Lithium 5-3 3 pt50.jpg,AO1 Lithium 5-3 3,0,0
eggs0countCO1 Lithium 5-3 26 pt60.jpg,CO1 Lithium 5-3 26,0,0
eggs0countACO1 Lithium 5-3 33 pt1.jpg,ACO1 Lithium 5-3 33,0,0
eggs0countNCO1 Lithium 5-3 13 pt97.jpg,NCO1 Lithium 5-3 13,0,0
eggs1countAO1 Lithium 5-3 47 pt36.jpg,AO1 Lithium 5-3 47,0,1
eggs0countACO1 Lithium 5-3 46 pt64.jpg,ACO1 Lithium 5-3 46,0,0
eggs0countAO1 Lithium 5-3 18 pt92.jpg,AO1 Lithium 5-3 18,0,0
eggs0countAO1 Control 5-3 48 pt19.jpg,AO1 Control 5-3 48,0,0
eggs0countCO1 Control 5-3 14 pt35.jpg,CO1 Control 5-3 14,0,0
eggs0countACO1 Lithium 5-3 25 pt99.jpg,ACO1 Lithium 5-3 25,0,0
eggs0countnCO1 Control 5-3 27 pt1.jpg,nCO1 Control 5-3 27,0,0
eggs0countAO1 Lithium 5-3 3 pt80.jpg,AO1 Lithium 5-3 3,0,0
eggs0countNCO1 Lithium 5-3 47 pt46.jpg,NCO1 Lithium 5-3 47,0,0
eggs0countnCO1 Control 5-3 19 pt100.jpg,nCO1 Control 5-3 19,0,0
eggs0countCO1 Control 5-3 9 pt10.jpg,CO1 Control 5-3 9,0,0
eggs0countnCO1 Control 5-3 20 pt55.jpg,nCO1 Control 5-3 20,0,0
eggs0countACO1 Lithium 5-3 50 pt50.jpg,ACO1 Lithium 5-3 50,0,0
eggs0countCO1 Lithium 5-3 42 pt79.jpg,CO1 Lithium 5-3 42,0,0
eggs0countCO1 Control 5-3 44 pt40.jpg,CO1 Control 5-3 44,0,0
eggs0countAO1 Lithium 5-3 30 pt60.jpg,AO1 Lithium 5-3 30,0,0
eggs0countnCO1 Control 5-3 17 pt58.jpg,nCO1 Control 5-3 17,0,0
eggs0countCO1 Control 5-3 22 pt90.jpg,CO1 Control 5-3 22,0,0
eggs0countAO1 Control 5-3 15 pt68.jpg,AO1 Control 5-3 15,0,0
eggs1countCO1 Lithium 5-3 39 pt59.jpg,CO1 Lithium 5-3 39,0,1
eggs0countCO1 Control 5-3 16 pt87.jpg,CO1 Control 5-3 16,0,0
eggs0countnCO1 Control 5-3 43 pt81.jpg,nCO1 Control 5-3 43,0,0
eggs0countnCO1 Control 5-3 14 pt20.jpg,nCO1 Control 5-3 14,0,0
eggs6countACO1 Control 5-3 23 pt16.jpg,ACO1 Control 5-3 23,0,6
eggs0countnCO1 Control 5-3 22 pt60.jpg,nCO1 Control 5-3 22,0,0
eggs0countnCO1 Control 5-3 35(1) pt4.jpg,nCO1 Control 5-3 35(1),0,0
eggs0countNCO1 Lithium 5-3 21 pt81.jpg,NCO1 Lithium 5-3 21,0,0
eggs0countNCO1 Lithium 5-3 23 pt20.jpg,NCO1 Lithium 5-3 23,0,0
eggs0countCO1 Control 5-3 12 pt10.jpg,CO1 Control 5-3 12,0,0
eggs0countNCO1 Lithium 5-3 48 pt24.jpg,NCO1 Lithium 5-3 48,0,0
eggs1countACO1 Lithium 5-3 20 pt93.jpg,ACO1 Lithium 5-3 20,0,1
eggs0countCO1 Lithium 5-3 11 pt27.jpg,CO1 Lithium 5-3 11,0,0
eggs0countAO1 Control 5-3 13 pt56.jpg,AO1 Control 5-3 13,0,0
eggs0countAO1 Lithium 5-3 42 pt98.jpg,AO1 Lithium 5-3 42,0,0
eggs0countAO1 Lithium 5-3 15 pt18.jpg,AO1 Lithium 5-3 15,0,0
eggs0countnCO1 Control 5-3 25 pt80.jpg,nCO1 Control 5-3 25,0,0
eggs0countACO1 Lithium 5-3 42 pt38.jpg,ACO1 Lithium 5-3 42,0,0
eggs0countAO1 Control 5-3 41 pt92.jpg,AO1 Control 5-3 41,0,0
eggs0countAO1 Lithium 5-3 41 pt97.jpg,AO1 Lithium 5-3 41,0,0
eggs0countACO1 Control 5-3 46 pt88.jpg,ACO1 Control 5-3 46,0,0
eggs0countNCO1 Lithium 5-3 39 pt78.jpg,NCO1 Lithium 5-3 39,0,0
eggs0countACO1 Lithium 5-3 25 pt90.jpg,ACO1 Lithium 5-3 25,0,0
eggs0countnCO1 Control 5-3 5 pt29.jpg,nCO1 Control 5-3 5,0,0
eggs0countnCO1 Control 5-3 21 pt81.jpg,nCO1 Control 5-3 21,0,0
eggs0countCO1 Control 5-3 32 pt2.jpg,CO1 Control 5-3 32,0,0
eggs0countACO1 Control 5-3 5 pt40.jpg,ACO1 Control 5-3 5,0,0
eggs0countCO1 Control 5-3 21 pt99.jpg,CO1 Control 5-3 21,0,0
eggs0countACO1 Control 5-3 6 pt81.jpg,ACO1 Control 5-3 6,0,0
eggs0countAO1 Lithium 5-3 18 pt74.jpg,AO1 Lithium 5-3 18,0,0
eggs0countAO1 Lithium 5-3 26 pt100.jpg,AO1 Lithium 5-3 26,0,0
eggs1countAO1 Lithium 5-3 34 pt39.jpg,AO1 Lithium 5-3 34,0,1
eggs0countCO1 Lithium 5-3 33 pt95.jpg,CO1 Lithium 5-3 33,0,0
eggs0countNCO1 Lithium 5-3 6 pt100.jpg,NCO1 Lithium 5-3 6,0,0
eggs0countnCO1 Control 5-3 23 pt98.jpg,nCO1 Control 5-3 23,0,0
eggs0countCO1 Control 5-3 40 pt12.jpg,CO1 Control 5-3 40,0,0
eggs0countCO1 Control 5-3 30 pt16.jpg,CO1 Control 5-3 30,0,0
eggs0countACO1 Lithium 5-3 41 pt41.jpg,ACO1 Lithium 5-3 41,0,0
eggs0countAO1 Lithium 5-3 9 pt76.jpg,AO1 Lithium 5-3 9,0,0
eggs0countAO1 Lithium 5-3 18 pt90.jpg,AO1 Lithium 5-3 18,0,0
eggs2countACO1 Lithium 5-3 25 pt72.jpg,ACO1 Lithium 5-3 25,0,2
eggs0countNCO1 Lithium 5-3 15 pt19.jpg,NCO1 Lithium 5-3 15,0,0
eggs0countACO1 Control 5-3 5 pt9.jpg,ACO1 Control 5-3 5,0,0
eggs0countACO1 Lithium 5-3 33 pt98.jpg,ACO1 Lithium 5-3 33,0,0
eggs0countACO1 Control 5-3 44 pt80.jpg,ACO1 Control 5-3 44,0,0
eggs0countnCO1 Control 5-3 22 pt82.jpg,nCO1 Control 5-3 22,0,0
eggs0countAO1 Control 5-3 49 pt81.jpg,AO1 Control 5-3 49,0,0
eggs0countnCO1 Control 5-3 29 pt31.jpg,nCO1 Control 5-3 29,0,0
eggs0countAO1 Lithium 5-3 3 pt98.jpg,AO1 Lithium 5-3 3,0,0
eggs0countnCO1 Control 5-3 24 pt71.jpg,nCO1 Control 5-3 24,0,0
eggs0countACO1 Control 5-3 22 pt13.jpg,ACO1 Control 5-3 22,0,0
eggs0countAO1 Control 5-3 15 pt31.jpg,AO1 Control 5-3 15,0,0
eggs0countCO1 Control 5-3 27 pt73.jpg,CO1 Control 5-3 27,0,0
eggs0countACO1 Lithium 5-3 45 pt81.jpg,ACO1 Lithium 5-3 45,0,0
eggs0countnCO1 Control 5-3 19 pt11.jpg,nCO1 Control 5-3 19,0,0
eggs0countAO1 Control 5-3 31 pt96.jpg,AO1 Control 5-3 31,0,0
eggs0countCO1 Control 5-3 22 pt98.jpg,CO1 Control 5-3 22,0,0
