Image,Part,Count,Whitespace
NCO4 Control 5-14 35,78,5,False
NCO4 Control 5-14 38,29,10,False
NCO4 Control 5-14 38,65,8,False
NCO4 Control 5-14 39,15,6,False
NCO4 Control 5-14 39,63,7,False
NCO4 Control 5-14 39,83,6,False
NCO4 Control 5-14 41,66,7,False
NCO4 Control 5-14 41,75,8,False
NCO4 Control 5-14 42,3,9,False
NCO4 Control 5-14 42,12,29,False
NCO4 Control 5-14 44,23,7,False
NCO4 Control 5-14 46,47,6,False
NCO4 Control 5-14 46,66,4,False
NCO4 Control 5-14 49,31,0,False
NCO4 Lithium 5-14 1,48,4,False
NCO4 Lithium 5-14 1,49,15,False
NCO4 Lithium 5-14 2,75,12,False
NCO4 Lithium 5-14 2,76,5,False
NCO4 Lithium 5-14 2,86,8,False
NCO4 Lithium 5-14 3,78,6,False
NCO4 Lithium 5-14 6,14,7,False
NCO4 Lithium 5-14 10,84,5,False
NCO4 Lithium 5-14 11,5,9,False
NCO4 Lithium 5-14 12,73,11,False
NCO4 Lithium 5-14 14,94,8,False
NCO4 Lithium 5-14 16,5,5,False
NCO4 Lithium 5-14 16,6,9,False
NCO4 Lithium 5-14 17,74,7,False
NCO4 Lithium 5-14 20,49,5,False
NCO4 Lithium 5-14 20,59,6,False
NCO4 Lithium 5-14 27,6,17,False
NCO4 Lithium 5-14 27,7,5,False
NCO4 Lithium 5-14 29,25,11,False
NCO4 Lithium 5-14 29,33,9,False
NCO4 Lithium 5-14 30,33,8,False
NCO4 Lithium 5-14 30,88,12,False
NCO4 Lithium 5-14 39,62,8,False
NCO4 Lithium 5-14 40,42,5,False
NCO4 Lithium 5-14 40,75,5,False
NCO4 Lithium 5-14 40,96,6,False
NCO4 Lithium 5-14 44,32,16,False
NCO4 Lithium 5-14 45,27,7,False
NCO4 Lithium 5-14 45,77,5,False
NCO4 Lithium 5-14 47,24,5,False
NCO4 Lithium 5-14 47,33,5,False
NCO4 Lithium 5-14 49,22,6,False
NCO4 Lithium 5-14 49,26,6,False
NCO4 Lithium 5-14 49,72,5,False
NCO4 Lithium 5-14 50,86,5,False
