Image,Part,Count,Whitespace
nCO4 Control 5-6 45,52,5,False
nCO4 Control 5-6 46,37,4,False
nCO4 Control 5-6 46,77,11,False
nCO4 Control 5-6 48,48,9,False
nCO4 Control 5-6 48,58,7,False
nCO4 Control 5-6 49,47,14,False
nCO4 Control 5-6 49,58,7,False
nCO4 Lithium 5-6 1,25,4,False
nCO4 Lithium 5-6 1,52,3,False
nCO4 Lithium 5-6 1,63,2,False
nCO4 Lithium 5-6 1,75,7,False
nCO4 Lithium 5-6 1,77,5,False
nCO4 Lithium 5-6 3,44,5,False
nCO4 Lithium 5-6 4,34,5,False
nCO4 Lithium 5-6 5,40,7,False
nCO4 Lithium 5-6 5,50,13,False
nCO4 Lithium 5-6 6,42,11,False
nCO4 Lithium 5-6 6,63,7,False
nCO4 Lithium 5-6 7,17,5,False
nCO4 Lithium 5-6 7,64,5,False
nCO4 Lithium 5-6 8,64,3,False
nCO4 Lithium 5-6 9,25,4,False
nCO4 Lithium 5-6 9,27,5,False
nCO4 Lithium 5-6 10,84,4,False
nCO4 Lithium 5-6 11,78,7,False
nCO4 Lithium 5-6 12,14,5,False
nCO4 Lithium 5-6 12,16,7,False
nCO4 Lithium 5-6 12,27,8,False
nCO4 Lithium 5-6 12,28,6,False
nCO4 Lithium 5-6 12,42,7,False
nCO4 Lithium 5-6 13,17,9,False
nCO4 Lithium 5-6 14,15,4,False
nCO4 Lithium 5-6 14,76,3,False
nCO4 Lithium 5-6 16,69,13,False
nCO4 Lithium 5-6 16,78,15,False
nCO4 Lithium 5-6 16,86,12,False
nCO4 Lithium 5-6 17,4,6,False
nCO4 Lithium 5-6 17,84,7,False
nCO4 Lithium 5-6 17,85,4,False
nCO4 Lithium 5-6 19,74,6,False
nCO4 Lithium 5-6 20,51,16,False
nCO4 Lithium 5-6 20,79,7,False
nCO4 Lithium 5-6 23,26,0,False
nCO4 Lithium 5-6 27,68,7,False
nCO4 Lithium 5-6 27,77,7,False
nCO4 Lithium 5-6 27,78,16,False
nCO4 Lithium 5-6 28,15,3,False
nCO4 Lithium 5-6 28,17,10,False
nCO4 Lithium 5-6 28,52,11,False
nCO4 Lithium 5-6 28,70,6,False
nCO4 Lithium 5-6 31,85,11,False
nCO4 Lithium 5-6 35,15,4,False
nCO4 Lithium 5-6 35,16,6,False
nCO4 Lithium 5-6 35,23,7,False
nCO4 Lithium 5-6 35,39,5,False
nCO4 Lithium 5-6 35,50,6,False
nCO4 Lithium 5-6 35,60,11,False
nCO4 Lithium 5-6 36,67,5,False
nCO4 Lithium 5-6 37,84,9,False
nCO4 Lithium 5-6 37,85,12,False
nCO4 Lithium 5-6 37,86,13,False
nCO4 Lithium 5-6 39,27,6,False
nCO4 Lithium 5-6 39,41,12,False
nCO4 Lithium 5-6 40,48,4,False
nCO4 Lithium 5-6 43,26,6,False
nCO4 Lithium 5-6 43,86,5,False
nCO4 Lithium 5-6 44,24,8,False
nCO4 Lithium 5-6 44,48,9,False
nCO4 Lithium 5-6 44,67,5,False
nCO4 Lithium 5-6 46,76,11,False
nCO4 Lithium 5-6 46,77,7,False
nCO4 Lithium 5-6 46,85,8,False
nCO4 Lithium 5-6 47,42,6,False
nCO4 Lithium 5-6 47,52,5,False
nCO4 Lithium 5-6 47,74,3,False
nCO4 Lithium 5-6 47,85,9,False
nCO4 Lithium 5-6 48,22,5,False
nCO4 Lithium 5-6 48,62,7,False
nCO4 Lithium 5-6 49,32,5,False
nCO4 Lithium 5-6 50,23,6,False
nCO4 Lithium 5-6 50,56,1,False
nCO4 Lithium 5-6 50,79,17,False
nCO4 Lithium 5-6 50,88,5,False
