Image,Part,Count,Whitespace
CO4 Lithium 5-8 16,7,25,False
CO4 Lithium 5-8 16,17,9,False
CO4 Lithium 5-8 17,42,9,False
CO4 Lithium 5-8 17,73,3,False
CO4 Lithium 5-8 18,13,11,False
CO4 Lithium 5-8 18,72,11,False
CO4 Lithium 5-8 18,86,11,False
CO4 Lithium 5-8 19,87,7,False
CO4 Lithium 5-8 20,36,4,False
CO4 Lithium 5-8 20,55,4,False
CO4 Lithium 5-8 20,66,8,False
CO4 Lithium 5-8 20,75,6,False
CO4 Lithium 5-8 20,85,11,False
CO4 Lithium 5-8 22,5,4,False
CO4 Lithium 5-8 22,6,11,False
CO4 Lithium 5-8 22,14,4,False
CO4 Lithium 5-8 22,17,5,False
CO4 Lithium 5-8 22,29,9,False
CO4 Lithium 5-8 22,34,4,False
CO4 Lithium 5-8 22,49,6,False
CO4 Lithium 5-8 23,12,9,False
CO4 Lithium 5-8 23,13,9,False
CO4 Lithium 5-8 23,22,6,False
CO4 Lithium 5-8 24,16,9,False
CO4 Lithium 5-8 24,26,5,False
CO4 Lithium 5-8 24,27,9,False
CO4 Lithium 5-8 25,14,9,False
CO4 Lithium 5-8 25,15,6,False
CO4 Lithium 5-8 25,16,2,False
CO4 Lithium 5-8 25,28,9,False
CO4 Lithium 5-8 25,44,3,False
CO4 Lithium 5-8 25,49,6,False
CO4 Lithium 5-8 25,72,5,False
CO4 Lithium 5-8 25,83,4,False
CO4 Lithium 5-8 25,84,6,False
CO4 Lithium 5-8 25,94,8,False
CO4 Lithium 5-8 26,29,7,False
CO4 Lithium 5-8 26,35,4,False
CO4 Lithium 5-8 26,48,4,False
CO4 Lithium 5-8 26,54,4,False
CO4 Lithium 5-8 26,56,7,False
CO4 Lithium 5-8 26,57,6,False
CO4 Lithium 5-8 26,64,11,False
CO4 Lithium 5-8 26,65,4,False
CO4 Lithium 5-8 26,66,3,False
CO4 Lithium 5-8 26,67,6,False
CO4 Lithium 5-8 26,76,4,False
CO4 Lithium 5-8 26,77,5,False
CO4 Lithium 5-8 26,78,4,False
CO4 Lithium 5-8 27,13,7,False
CO4 Lithium 5-8 27,73,6,False
CO4 Lithium 5-8 27,74,6,False
CO4 Lithium 5-8 27,84,2,False
CO4 Lithium 5-8 27,86,22,False
CO4 Lithium 5-8 29,35,5,False
CO4 Lithium 5-8 29,55,5,False
CO4 Lithium 5-8 29,56,8,False
CO4 Lithium 5-8 29,73,6,False
CO4 Lithium 5-8 29,95,5,False
CO4 Lithium 5-8 29,96,4,False
CO4 Lithium 5-8 31,5,8,False
CO4 Lithium 5-8 31,6,5,False
CO4 Lithium 5-8 31,32,11,False
CO4 Lithium 5-8 31,73,9,False
CO4 Lithium 5-8 31,75,8,False
CO4 Lithium 5-8 32,40,10,False
CO4 Lithium 5-8 32,42,5,False
CO4 Lithium 5-8 32,44,7,False
CO4 Lithium 5-8 32,52,6,False
CO4 Lithium 5-8 32,63,6,False
CO4 Lithium 5-8 32,69,7,False
CO4 Lithium 5-8 32,74,7,False
CO4 Lithium 5-8 32,77,4,False
CO4 Lithium 5-8 32,87,7,False
CO4 Lithium 5-8 33,60,7,False
CO4 Lithium 5-8 33,73,8,False
CO4 Lithium 5-8 33,75,6,False
CO4 Lithium 5-8 33,83,8,False
CO4 Lithium 5-8 33,84,18,False
CO4 Lithium 5-8 35,15,10,False
CO4 Lithium 5-8 35,16,15,False
CO4 Lithium 5-8 35,38,4,False
CO4 Lithium 5-8 35,49,7,False
CO4 Lithium 5-8 35,60,13,False
CO4 Lithium 5-8 35,62,7,False
CO4 Lithium 5-8 35,75,6,False
CO4 Lithium 5-8 35,84,6,False
CO4 Lithium 5-8 36,17,7,False
CO4 Lithium 5-8 36,18,9,False
CO4 Lithium 5-8 36,45,6,False
CO4 Lithium 5-8 37,50,7,False
CO4 Lithium 5-8 37,57,4,False
CO4 Lithium 5-8 37,59,4,False
CO4 Lithium 5-8 37,60,11,False
CO4 Lithium 5-8 37,78,7,False
CO4 Lithium 5-8 37,86,4,False
CO4 Lithium 5-8 38,22,9,False
CO4 Lithium 5-8 38,24,7,False
CO4 Lithium 5-8 38,32,6,False
CO4 Lithium 5-8 38,33,3,False
CO4 Lithium 5-8 38,34,6,False
CO4 Lithium 5-8 38,35,3,False
CO4 Lithium 5-8 38,36,0,False
CO4 Lithium 5-8 38,44,8,False
CO4 Lithium 5-8 38,49,0,False
CO4 Lithium 5-8 38,52,8,False
CO4 Lithium 5-8 38,53,5,False
CO4 Lithium 5-8 38,87,5,False
CO4 Lithium 5-8 39,23,8,False
CO4 Lithium 5-8 39,28,9,False
CO4 Lithium 5-8 39,49,8,False
CO4 Lithium 5-8 40,52,7,False
CO4 Lithium 5-8 40,63,4,False
CO4 Lithium 5-8 40,73,5,False
CO4 Lithium 5-8 40,94,8,False
CO4 Lithium 5-8 41,5,4,False
CO4 Lithium 5-8 41,17,4,False
CO4 Lithium 5-8 41,18,6,False
CO4 Lithium 5-8 41,28,8,False
CO4 Lithium 5-8 41,39,6,False
CO4 Lithium 5-8 41,49,15,False
CO4 Lithium 5-8 41,58,7,False
CO4 Lithium 5-8 41,59,15,False
CO4 Lithium 5-8 41,78,6,False
CO4 Lithium 5-8 42,31,7,False
CO4 Lithium 5-8 46,12,7,False
CO4 Lithium 5-8 46,21,17,False
CO4 Lithium 5-8 46,31,17,False
CO4 Lithium 5-8 46,41,5,False
CO4 Lithium 5-8 46,77,3,False
CO4 Lithium 5-8 47,16,4,False
CO4 Lithium 5-8 47,22,7,False
CO4 Lithium 5-8 47,24,6,False
CO4 Lithium 5-8 47,25,7,False
CO4 Lithium 5-8 47,34,3,False
CO4 Lithium 5-8 47,38,8,False
CO4 Lithium 5-8 49,16,10,False
CO4 Lithium 5-8 50,24,5,False
CO4 Lithium 5-8 50,33,9,False
CO4 Lithium 5-8 50,34,4,False
CO4 Lithium 5-8 50,52,7,False
NCO4 Control 5-8 1,28,3,False
NCO4 Control 5-8 1,74,6,False
NCO4 Control 5-8 1,78,5,False
NCO4 Control 5-8 4,35,8,False
NCO4 Control 5-8 4,59,7,False
NCO4 Control 5-8 5,17,8,False
NCO4 Control 5-8 5,40,3,False
NCO4 Control 5-8 5,60,6,False
NCO4 Control 5-8 5,62,3,False
NCO4 Control 5-8 5,70,7,False
NCO4 Control 5-8 6,6,6,False
NCO4 Control 5-8 6,13,7,False
NCO4 Control 5-8 7,6,13,False
NCO4 Control 5-8 7,14,11,False
NCO4 Control 5-8 7,15,7,False
NCO4 Control 5-8 7,32,6,False
NCO4 Control 5-8 9,47,10,False
NCO4 Control 5-8 9,56,8,False
NCO4 Control 5-8 9,57,6,False
NCO4 Control 5-8 9,58,9,False
NCO4 Control 5-8 9,78,8,False
NCO4 Control 5-8 10,27,8,False
NCO4 Control 5-8 10,49,8,False
NCO4 Control 5-8 10,59,5,False
NCO4 Control 5-8 11,4,12,False
NCO4 Control 5-8 11,5,11,False
NCO4 Control 5-8 11,38,7,False
NCO4 Control 5-8 12,12,9,False
NCO4 Control 5-8 12,22,15,False
NCO4 Control 5-8 12,41,8,False
NCO4 Control 5-8 12,86,9,False
NCO4 Control 5-8 13,5,5,False
NCO4 Control 5-8 13,13,20,False
NCO4 Control 5-8 13,51,6,False
NCO4 Control 5-8 13,63,10,False
NCO4 Control 5-8 14,28,5,False
NCO4 Control 5-8 14,83,5,False
NCO4 Control 5-8 15,32,13,False
NCO4 Control 5-8 16,18,6,False
NCO4 Control 5-8 16,28,9,False
NCO4 Control 5-8 16,49,11,False
NCO4 Control 5-8 17,45,12,False
NCO4 Control 5-8 17,46,6,False
NCO4 Control 5-8 17,77,12,False
NCO4 Control 5-8 20,73,5,False
NCO4 Control 5-8 20,76,6,False
NCO4 Control 5-8 20,83,19,False
NCO4 Control 5-8 20,84,10,False
NCO4 Control 5-8 22,36,7,False
NCO4 Control 5-8 22,57,9,False
NCO4 Control 5-8 22,66,3,False
NCO4 Control 5-8 22,68,8,False
NCO4 Control 5-8 23,22,5,False
NCO4 Control 5-8 23,34,6,False
NCO4 Control 5-8 23,35,16,False
NCO4 Control 5-8 23,42,5,False
NCO4 Control 5-8 23,45,5,False
NCO4 Control 5-8 23,63,10,False
NCO4 Control 5-8 25,95,7,False
NCO4 Control 5-8 27,23,10,False
NCO4 Control 5-8 27,39,8,False
NCO4 Control 5-8 27,42,6,False
NCO4 Control 5-8 27,49,4,False
NCO4 Control 5-8 27,52,13,False
NCO4 Control 5-8 28,17,5,False
NCO4 Control 5-8 28,59,5,False
NCO4 Control 5-8 30,38,0,False
NCO4 Control 5-8 30,42,5,False
NCO4 Control 5-8 30,52,11,False
NCO4 Control 5-8 30,53,8,False
NCO4 Control 5-8 30,62,10,False
NCO4 Control 5-8 30,87,10,False
NCO4 Control 5-8 31,22,13,False
NCO4 Control 5-8 32,5,6,False
NCO4 Control 5-8 32,13,15,False
NCO4 Control 5-8 32,14,11,False
NCO4 Control 5-8 32,26,1,False
NCO4 Control 5-8 32,86,7,False
NCO4 Control 5-8 33,44,7,False
NCO4 Control 5-8 33,62,9,False
NCO4 Control 5-8 33,73,5,False
NCO4 Control 5-8 33,83,9,False
NCO4 Control 5-8 34,16,5,False
NCO4 Control 5-8 34,17,7,False
NCO4 Control 5-8 34,23,5,False
NCO4 Control 5-8 34,33,6,False
NCO4 Control 5-8 34,43,7,False
NCO4 Control 5-8 34,45,5,False
NCO4 Control 5-8 34,55,5,False
NCO4 Control 5-8 34,58,3,False
NCO4 Control 5-8 38,36,4,False
NCO4 Control 5-8 38,69,10,False
NCO4 Control 5-8 38,78,11,False
NCO4 Control 5-8 38,86,11,False
NCO4 Control 5-8 38,87,7,False
NCO4 Control 5-8 39,85,11,False
NCO4 Control 5-8 40,44,4,False
NCO4 Control 5-8 40,62,9,False
NCO4 Control 5-8 40,65,5,False
NCO4 Control 5-8 40,83,9,False
NCO4 Control 5-8 40,85,9,False
NCO4 Control 5-8 40,95,8,False
NCO4 Control 5-8 41,7,8,False
NCO4 Control 5-8 41,32,9,False
NCO4 Control 5-8 41,68,6,False
NCO4 Control 5-8 41,73,6,False
NCO4 Control 5-8 41,74,7,False
NCO4 Control 5-8 41,76,12,False
NCO4 Control 5-8 45,26,11,False
NCO4 Control 5-8 45,38,5,False
NCO4 Control 5-8 49,22,9,False
NCO4 Control 5-8 49,68,4,False
NCO4 Control 5-8 49,94,2,False
NCO4 Lithium 5-8 1,18,4,False
NCO4 Lithium 5-8 1,87,10,False
NCO4 Lithium 5-8 2,24,8,False
NCO4 Lithium 5-8 2,34,7,False
NCO4 Lithium 5-8 2,45,6,False
NCO4 Lithium 5-8 2,62,2,False
NCO4 Lithium 5-8 2,63,3,False
NCO4 Lithium 5-8 2,86,5,False
NCO4 Lithium 5-8 4,24,11,False
NCO4 Lithium 5-8 7,22,8,False
NCO4 Lithium 5-8 9,28,10,False
NCO4 Lithium 5-8 9,83,6,False
NCO4 Lithium 5-8 10,26,4,False
NCO4 Lithium 5-8 10,35,6,False
NCO4 Lithium 5-8 10,53,7,False
NCO4 Lithium 5-8 10,63,5,False
NCO4 Lithium 5-8 10,76,9,False
NCO4 Lithium 5-8 11,62,11,False
NCO4 Lithium 5-8 12,39,14,False
NCO4 Lithium 5-8 12,49,16,False
NCO4 Lithium 5-8 12,59,6,False
NCO4 Lithium 5-8 13,45,7,False
NCO4 Lithium 5-8 13,49,10,False
NCO4 Lithium 5-8 13,57,6,False
NCO4 Lithium 5-8 13,68,3,False
NCO4 Lithium 5-8 14,39,6,False
NCO4 Lithium 5-8 14,69,4,False
NCO4 Lithium 5-8 14,78,11,False
NCO4 Lithium 5-8 14,79,19,False
NCO4 Lithium 5-8 15,16,5,False
NCO4 Lithium 5-8 15,22,14,False
NCO4 Lithium 5-8 15,23,6,False
NCO4 Lithium 5-8 15,32,17,False
NCO4 Lithium 5-8 17,15,6,False
NCO4 Lithium 5-8 17,17,6,False
NCO4 Lithium 5-8 17,28,10,False
NCO4 Lithium 5-8 17,38,5,False
NCO4 Lithium 5-8 19,15,6,False
NCO4 Lithium 5-8 20,86,7,False
NCO4 Lithium 5-8 20,87,10,False
NCO4 Lithium 5-8 22,5,1,False
NCO4 Lithium 5-8 22,6,1,False
NCO4 Lithium 5-8 22,7,7,False
NCO4 Lithium 5-8 22,28,4,False
NCO4 Lithium 5-8 22,29,7,False
NCO4 Lithium 5-8 22,39,10,False
NCO4 Lithium 5-8 22,49,6,False
NCO4 Lithium 5-8 24,23,5,False
NCO4 Lithium 5-8 24,24,4,False
NCO4 Lithium 5-8 24,26,4,False
NCO4 Lithium 5-8 24,27,4,False
NCO4 Lithium 5-8 24,33,4,False
NCO4 Lithium 5-8 27,33,14,False
NCO4 Lithium 5-8 27,74,14,False
NCO4 Lithium 5-8 27,75,7,False
NCO4 Lithium 5-8 28,23,12,False
NCO4 Lithium 5-8 28,52,9,False
NCO4 Lithium 5-8 28,87,10,False
NCO4 Lithium 5-8 29,27,9,False
NCO4 Lithium 5-8 29,28,6,False
NCO4 Lithium 5-8 29,29,5,False
NCO4 Lithium 5-8 29,37,4,False
NCO4 Lithium 5-8 29,38,5,False
NCO4 Lithium 5-8 29,39,5,False
NCO4 Lithium 5-8 29,48,7,False
NCO4 Lithium 5-8 31,14,8,False
NCO4 Lithium 5-8 31,35,5,False
NCO4 Lithium 5-8 32,32,9,False
NCO4 Lithium 5-8 32,62,7,False
NCO4 Lithium 5-8 32,73,10,False
NCO4 Lithium 5-8 35,79,6,False
NCO4 Lithium 5-8 35,98,6,False
NCO4 Lithium 5-8 36,74,6,False
NCO4 Lithium 5-8 37,7,18,False
NCO4 Lithium 5-8 37,18,16,False
NCO4 Lithium 5-8 39,22,9,False
NCO4 Lithium 5-8 39,41,8,False
NCO4 Lithium 5-8 40,15,4,False
NCO4 Lithium 5-8 40,24,8,False
NCO4 Lithium 5-8 40,26,5,False
NCO4 Lithium 5-8 40,34,5,False
NCO4 Lithium 5-8 40,46,6,False
NCO4 Lithium 5-8 40,72,6,False
NCO4 Lithium 5-8 41,4,7,False
NCO4 Lithium 5-8 41,13,17,False
NCO4 Lithium 5-8 41,14,6,False
NCO4 Lithium 5-8 41,23,10,False
NCO4 Lithium 5-8 41,24,6,False
NCO4 Lithium 5-8 41,35,5,False
NCO4 Lithium 5-8 43,16,6,False
NCO4 Lithium 5-8 43,23,6,False
NCO4 Lithium 5-8 43,26,6,False
NCO4 Lithium 5-8 43,44,6,False
NCO4 Lithium 5-8 43,57,6,False
NCO4 Lithium 5-8 43,58,6,False
NCO4 Lithium 5-8 43,75,4,False
NCO4 Lithium 5-8 43,78,6,False
NCO4 Lithium 5-8 44,17,12,False
NCO4 Lithium 5-8 44,49,12,False
NCO4 Lithium 5-8 44,59,27,False
NCO4 Lithium 5-8 44,69,6,False
NCO4 Lithium 5-8 44,78,4,False
NCO4 Lithium 5-8 44,79,5,False
NCO4 Lithium 5-8 45,94,7,False
NCO4 Lithium 5-8 45,95,9,False
NCO4 Lithium 5-8 45,96,11,False
NCO4 Lithium 5-8 46,15,5,False
NCO4 Lithium 5-8 46,38,13,False
NCO4 Lithium 5-8 46,46,7,False
NCO4 Lithium 5-8 46,48,6,False
NCO4 Lithium 5-8 46,49,11,False
NCO4 Lithium 5-8 46,59,8,False
NCO4 Lithium 5-8 47,3,3,False
NCO4 Lithium 5-8 47,31,6,False
NCO4 Lithium 5-8 47,42,9,False
NCO4 Lithium 5-8 47,44,8,False
NCO4 Lithium 5-8 47,51,9,False
NCO4 Lithium 5-8 47,54,8,False
NCO4 Lithium 5-8 48,45,6,False
NCO4 Lithium 5-8 48,76,6,False
NCO4 Lithium 5-8 49,85,5,False
